subscriber_id,signup_date,plan,country,acquisition_channel,primary_device,age_group,preferred_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on,Segment
SUB00415,3/22/24,Essential,US,App Store,Smart TV,55,Comedy,Active,,$5.99,,FALSE,FALSE,Standard
SUB00416,8/5/22,Paramount+ with Showtime,US,Referral,Smart TV,25-34,Animation,Active,,$11.99,2,FALSE,TRUE,High Value
SUB00417,11/23/23,Annual,US,Referral,Desktop,25-34,Reality,Active,,$9.99,,TRUE,FALSE,Standard
SUB00418,8/11/23,Annual,US,Partner Bundle,Smart TV,25-34,Drama,At-Risk,,$9.99,,TRUE,FALSE,Flag
SUB00419,6/14/23,Annual,US,Referral,Fire TV,55,Drama,Winback,,$9.99,2,TRUE,FALSE,Standard
SUB00420,4/5/23,Paramount+ with Showtime,US,Paid Social,Desktop,45-54,Thriller,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00421,10/1/23,Essential,UK,App Store,Roku,25-34,SciFi,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00422,1/30/23,Essential,AU,TV Ad,Smart TV,18-24,Thriller,Active,,$5.99,,FALSE,FALSE,Standard
SUB00423,9/22/23,Annual,US,Organic Search,Desktop,45-54,Drama,At-Risk,,$9.99,,TRUE,FALSE,Flag
SUB00424,3/4/24,Annual,AU,Email Campaign,Mobile,45-54,Drama,At-Risk,,$9.99,4,FALSE,FALSE,Flag
SUB00425,3/19/24,Annual,US,App Store,Smart TV,55,Drama,Churned,6/1/24,$9.99,4,TRUE,FALSE,Standard
SUB00426,10/18/22,Paramount+ with Showtime,CA,Paid Social,Mobile,45-54,Drama,At-Risk,,$11.99,1,TRUE,TRUE,Flag
SUB00427,6/17/23,Essential,UK,App Store,Tablet,55,Drama,New,,$5.99,,FALSE,FALSE,Standard
SUB00428,9/25/22,Annual,UK,Partner Bundle,Tablet,45-54,Drama,Reactivated,,$9.99,,TRUE,FALSE,Standard
SUB00429,2/28/23,Paramount+ with Showtime,US,Email Campaign,Roku,45-54,Drama,At-Risk,,$11.99,5,FALSE,TRUE,Flag
SUB00430,3/3/24,Essential,US,App Store,Fire TV,55,Drama,Churned,4/19/24,$5.99,,FALSE,FALSE,Standard
SUB00431,3/15/24,Annual,US,Paid Social,Desktop,45-54,Drama,Active,,$9.99,,TRUE,FALSE,Standard
SUB00432,4/23/24,Paramount+ with Showtime,US,Organic Search,Tablet,55,Comedy,Active,,$11.99,,TRUE,TRUE,High Value
SUB00433,1/12/24,Annual,CA,Referral,Roku,35-44,Drama,Active,,$9.99,3,FALSE,FALSE,Standard
SUB00434,3/26/23,Annual,CA,Paid Social,Mobile,55,Procedural,New,,$9.99,9,TRUE,FALSE,Standard
SUB00435,9/22/23,Paramount+ with Showtime,US,Referral,Mobile,18-24,Drama,Active,,$11.99,,FALSE,TRUE,High Value
SUB00436,3/9/24,Paramount+ with Showtime,AU,Partner Bundle,Smart TV,55,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00437,4/3/22,Annual,UK,Email Campaign,Tablet,55,Comedy,Active,,$9.99,4,FALSE,FALSE,Standard
SUB00438,2/18/23,Essential,AU,Partner Bundle,Mobile,25-34,Drama,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00439,12/15/22,Paramount+ with Showtime,CA,Referral,Desktop,45-54,Procedural,Reactivated,,$11.99,4,FALSE,TRUE,Standard
SUB00440,3/5/24,Annual,US,App Store,Mobile,45-54,Drama,Active,,$9.99,,TRUE,FALSE,Standard
SUB00441,11/25/23,Paramount+ with Showtime,US,Referral,Tablet,35-44,Comedy,Churned,3/14/24,$11.99,,FALSE,TRUE,Standard
SUB00442,11/21/23,Annual,US,App Store,Tablet,18-24,Drama,Churned,3/17/24,$9.99,,FALSE,FALSE,Standard
SUB00443,7/7/22,Essential,MX,Referral,Smart TV,55,Comedy,Reactivated,,$5.99,5,TRUE,FALSE,Standard
SUB00444,8/23/22,Annual,UK,Paid Social,Mobile,25-34,Drama,Active,,$9.99,8,TRUE,FALSE,Standard
SUB00445,2/22/24,Paramount+ with Showtime,UK,Partner Bundle,Tablet,18-24,Drama,Reactivated,,$11.99,10,FALSE,TRUE,Standard
SUB00446,5/18/23,Paramount+ with Showtime,AU,Paid Social,Roku,45-54,Procedural,Active,,$11.99,,FALSE,TRUE,High Value
SUB00447,5/5/23,Annual,UK,App Store,Fire TV,18-24,Drama,Reactivated,,$9.99,,TRUE,FALSE,Standard
SUB00448,12/17/23,Essential,US,Referral,Smart TV,35-44,Procedural,Active,,$5.99,6,FALSE,FALSE,Standard
SUB00449,9/20/23,Annual,CA,Paid Social,Tablet,25-34,Drama,Reactivated,,$9.99,6,FALSE,FALSE,Standard
SUB00450,7/8/22,Paramount+ with Showtime,UK,Email Campaign,Desktop,25-34,Drama,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00451,8/13/23,Paramount+ with Showtime,US,Partner Bundle,Desktop,18-24,Thriller,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00452,3/30/24,Paramount+ with Showtime,US,Paid Social,Desktop,25-34,Drama,Winback,,$11.99,,FALSE,TRUE,Standard
SUB00453,3/15/24,Annual,US,App Store,Mobile,25-34,Drama,Active,,$9.99,,TRUE,FALSE,Standard
SUB00454,4/13/24,Essential,MX,Referral,Tablet,55,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00455,12/19/22,Paramount+ with Showtime,US,Partner Bundle,Roku,25-34,Drama,New,,$11.99,3,FALSE,TRUE,Standard
SUB00456,12/30/22,Paramount+ with Showtime,MX,Organic Search,Desktop,45-54,Thriller,Active,,$11.99,,TRUE,TRUE,High Value
SUB00457,6/8/24,Paramount+ with Showtime,AU,TV Ad,Mobile,35-44,Procedural,Active,,$11.99,,TRUE,TRUE,High Value
SUB00458,11/18/22,Paramount+ with Showtime,AU,Email Campaign,Desktop,35-44,Drama,Active,,$11.99,6,FALSE,TRUE,High Value
SUB00459,2/28/23,Essential,US,Referral,Tablet,18-24,Drama,Active,,$5.99,2,TRUE,FALSE,Standard
SUB00460,6/20/22,Essential,MX,Partner Bundle,Mobile,18-24,Reality,Active,,$5.99,9,TRUE,FALSE,Standard
SUB00461,4/17/22,Essential,AU,Email Campaign,Smart TV,25-34,Comedy,Active,,$5.99,8,TRUE,FALSE,Standard
SUB00462,5/15/22,Essential,US,Referral,Tablet,25-34,Thriller,Active,,$5.99,8,FALSE,FALSE,Standard
SUB00463,6/10/24,Annual,MX,Paid Social,Fire TV,35-44,Drama,Active,,$9.99,,FALSE,FALSE,Standard
SUB00464,10/9/23,Paramount+ with Showtime,CA,Email Campaign,Desktop,45-54,Drama,Churned,6/19/24,$11.99,,TRUE,TRUE,Standard
SUB00465,3/29/23,Paramount+ with Showtime,US,Email Campaign,Mobile,35-44,Reality,Active,,$11.99,3,FALSE,TRUE,High Value
SUB00466,10/21/22,Paramount+ with Showtime,MX,Email Campaign,Mobile,18-24,Drama,Active,,$11.99,5,TRUE,TRUE,High Value
SUB00467,3/26/24,Essential,AU,Partner Bundle,Desktop,35-44,Procedural,New,,$5.99,,FALSE,FALSE,Standard
SUB00468,4/28/24,Essential,AU,Referral,Smart TV,25-34,Drama,Active,,$5.99,10,FALSE,FALSE,Standard
SUB00469,10/19/22,Paramount+ with Showtime,AU,Paid Social,Mobile,45-54,Drama,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00470,10/15/23,Paramount+ with Showtime,MX,Paid Social,Tablet,45-54,Reality,Active,,$11.99,,TRUE,TRUE,High Value
SUB00471,7/10/22,Paramount+ with Showtime,US,Referral,Desktop,35-44,Drama,Winback,,$11.99,,TRUE,TRUE,Standard
SUB00472,6/4/22,Paramount+ with Showtime,AU,Email Campaign,Desktop,25-34,Drama,New,,$11.99,1,FALSE,TRUE,Standard
SUB00473,3/24/22,Paramount+ with Showtime,AU,Organic Search,Roku,18-24,Drama,Churned,9/19/22,$11.99,,FALSE,TRUE,Standard
SUB00474,4/16/24,Essential,US,App Store,Desktop,18-24,Comedy,Active,,$5.99,1,TRUE,FALSE,Standard
SUB00475,4/17/23,Essential,MX,App Store,Fire TV,45-54,Thriller,Churned,7/4/23,$5.99,3,TRUE,FALSE,Standard
SUB00476,2/2/24,Essential,CA,App Store,Fire TV,45-54,Thriller,Reactivated,,$5.99,,TRUE,FALSE,Standard
SUB00477,6/3/24,Essential,AU,Email Campaign,Mobile,25-34,Drama,At-Risk,,$5.99,10,TRUE,FALSE,Flag
SUB00478,2/10/23,Annual,MX,Referral,Roku,18-24,Procedural,Churned,3/16/23,$9.99,,TRUE,FALSE,Standard
SUB00479,9/12/22,Annual,UK,TV Ad,Fire TV,18-24,Drama,Active,,$9.99,,TRUE,FALSE,Standard
SUB00480,12/20/23,Essential,MX,Paid Social,Tablet,18-24,Drama,Active,,$5.99,6,FALSE,FALSE,Standard
SUB00481,1/21/24,Paramount+ with Showtime,UK,Referral,Smart TV,55,Drama,Active,,$11.99,8,FALSE,TRUE,High Value
SUB00482,7/27/23,Paramount+ with Showtime,US,Partner Bundle,Smart TV,55,Drama,Active,,$11.99,,FALSE,TRUE,High Value
SUB00483,10/9/22,Annual,US,Organic Search,Roku,55,Procedural,Reactivated,,$9.99,5,FALSE,FALSE,Standard
SUB00484,4/10/23,Annual,AU,Referral,Smart TV,55,Drama,New,,$9.99,,FALSE,FALSE,Standard
SUB00485,3/5/24,Essential,AU,Paid Social,Roku,35-44,Drama,At-Risk,,$5.99,9,TRUE,FALSE,Flag
SUB00486,9/20/23,Paramount+ with Showtime,US,Organic Search,Roku,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00487,7/2/22,Essential,MX,Paid Social,Mobile,25-34,Drama,Reactivated,,$5.99,7,FALSE,FALSE,Standard
SUB00488,6/23/23,Paramount+ with Showtime,US,Email Campaign,Smart TV,55,Thriller,At-Risk,,$11.99,1,TRUE,TRUE,Flag
SUB00489,11/3/23,Paramount+ with Showtime,US,Email Campaign,Roku,18-24,Drama,Active,,$11.99,7,FALSE,TRUE,High Value
SUB00490,3/24/24,Essential,US,TV Ad,Tablet,45-54,Procedural,Churned,5/27/24,$5.99,9,TRUE,FALSE,Standard
SUB00491,4/14/22,Essential,US,Partner Bundle,Fire TV,35-44,Comedy,Churned,11/9/23,$5.99,3,FALSE,FALSE,Standard
SUB00492,2/4/24,Annual,UK,Referral,Desktop,55,Drama,Active,,$9.99,2,TRUE,FALSE,Standard
SUB00493,3/22/24,Annual,UK,Referral,Smart TV,35-44,Drama,Active,,$9.99,8,FALSE,FALSE,Standard
SUB00494,11/19/22,Paramount+ with Showtime,AU,TV Ad,Fire TV,35-44,Animation,At-Risk,,$11.99,6,TRUE,TRUE,Flag
SUB00495,7/31/23,Annual,CA,Email Campaign,Desktop,35-44,Thriller,Active,,$9.99,1,TRUE,FALSE,Standard
SUB00496,10/19/22,Essential,CA,Organic Search,Tablet,45-54,Comedy,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00497,1/23/22,Annual,US,Organic Search,Mobile,35-44,Thriller,Churned,1/29/24,$9.99,,TRUE,FALSE,Standard
SUB00498,9/29/22,Essential,US,Email Campaign,Tablet,55,Procedural,Active,,$5.99,10,TRUE,FALSE,Standard
SUB00499,1/22/24,Paramount+ with Showtime,US,App Store,Fire TV,35-44,Drama,New,,$11.99,2,FALSE,TRUE,Standard
SUB00500,2/8/22,Essential,US,TV Ad,Tablet,35-44,Drama,Churned,10/21/23,$5.99,7,FALSE,FALSE,Standard
SUB00501,6/7/24,Annual,US,Referral,Fire TV,25-34,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00502,11/23/22,Paramount+ with Showtime,US,Paid Social,Mobile,25-34,Drama,Active,,$11.99,7,FALSE,TRUE,High Value
SUB00503,2/10/24,Essential,US,App Store,Tablet,45-54,Procedural,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00504,12/11/22,Essential,AU,Email Campaign,Mobile,45-54,Procedural,New,,$5.99,3,TRUE,FALSE,Standard
SUB00505,5/8/23,Paramount+ with Showtime,US,Partner Bundle,Roku,45-54,Drama,At-Risk,,$11.99,4,TRUE,TRUE,Flag
SUB00506,9/30/22,Annual,US,Organic Search,Fire TV,55,Animation,Churned,9/26/23,$9.99,6,TRUE,FALSE,Standard
SUB00507,11/25/22,Essential,CA,Paid Social,Tablet,55,Thriller,Active,,$5.99,8,TRUE,FALSE,Standard
SUB00508,3/28/23,Essential,UK,Paid Social,Fire TV,25-34,Thriller,New,,$5.99,,TRUE,FALSE,Standard
SUB00509,9/6/22,Paramount+ with Showtime,US,Email Campaign,Fire TV,25-34,Procedural,Reactivated,,$11.99,,FALSE,TRUE,Standard
SUB00510,4/28/23,Annual,US,Paid Social,Roku,25-34,Drama,New,,$9.99,9,FALSE,FALSE,Standard
SUB00511,9/30/23,Essential,AU,Partner Bundle,Fire TV,55,Drama,Churned,12/5/23,$5.99,,TRUE,FALSE,Standard
SUB00512,3/3/22,Annual,CA,Organic Search,Desktop,55,Drama,Active,,$9.99,2,FALSE,FALSE,Standard
SUB00513,11/8/23,Paramount+ with Showtime,US,Organic Search,Tablet,55,Thriller,Active,,$11.99,7,TRUE,TRUE,High Value
SUB00514,1/25/23,Essential,UK,App Store,Roku,55,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00515,5/28/23,Essential,US,Paid Social,Roku,45-54,Thriller,Winback,,$5.99,,FALSE,FALSE,Standard
SUB00516,2/2/24,Paramount+ with Showtime,UK,Referral,Tablet,35-44,Comedy,Active,,$11.99,9,FALSE,TRUE,High Value
SUB00517,4/11/24,Paramount+ with Showtime,US,Partner Bundle,Tablet,25-34,Comedy,New,,$11.99,,FALSE,TRUE,Standard
SUB00518,11/4/23,Paramount+ with Showtime,US,App Store,Smart TV,55,SciFi,Active,,$11.99,,FALSE,TRUE,High Value
SUB00519,9/12/23,Essential,US,Referral,Smart TV,45-54,SciFi,Active,,$5.99,4,TRUE,FALSE,Standard
SUB00520,11/13/22,Essential,AU,TV Ad,Smart TV,45-54,Drama,At-Risk,,$5.99,3,FALSE,FALSE,Flag
SUB00521,3/11/22,Essential,US,Email Campaign,Smart TV,55,Drama,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00522,6/20/24,Paramount+ with Showtime,MX,Referral,Fire TV,35-44,Drama,Winback,,$11.99,,TRUE,TRUE,Standard
SUB00523,4/20/22,Annual,CA,Partner Bundle,Roku,18-24,Thriller,Active,,$9.99,,TRUE,FALSE,Standard
SUB00524,8/25/22,Essential,MX,Paid Social,Roku,35-44,Thriller,At-Risk,,$5.99,6,TRUE,FALSE,Flag
SUB00525,5/22/24,Essential,US,Paid Social,Smart TV,45-54,Drama,Active,,$5.99,1,FALSE,FALSE,Standard
SUB00526,2/27/23,Essential,US,Organic Search,Smart TV,55,Thriller,Active,,$5.99,8,FALSE,FALSE,Standard
SUB00527,6/6/24,Paramount+ with Showtime,AU,TV Ad,Mobile,25-34,Thriller,Active,,$11.99,7,FALSE,TRUE,High Value
SUB00528,2/8/23,Annual,US,Partner Bundle,Mobile,55,Thriller,At-Risk,,$9.99,1,TRUE,FALSE,Flag
SUB00529,6/16/23,Essential,AU,Partner Bundle,Fire TV,55,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00530,2/12/23,Paramount+ with Showtime,US,App Store,Tablet,35-44,Thriller,Reactivated,,$11.99,9,TRUE,TRUE,Standard
SUB00531,4/20/23,Annual,US,Paid Social,Roku,18-24,Drama,Churned,1/6/24,$9.99,3,FALSE,FALSE,Standard
SUB00532,2/28/23,Essential,MX,Partner Bundle,Fire TV,18-24,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00533,4/3/22,Essential,US,Organic Search,Mobile,55,Drama,Active,,$5.99,6,TRUE,FALSE,Standard
SUB00534,6/21/23,Essential,AU,Partner Bundle,Desktop,55,Drama,Churned,4/7/24,$5.99,6,TRUE,FALSE,Standard
SUB00535,6/16/22,Essential,AU,Email Campaign,Tablet,25-34,Drama,Reactivated,,$5.99,8,FALSE,FALSE,Standard
SUB00536,10/4/23,Essential,US,Partner Bundle,Tablet,25-34,Reality,Active,,$5.99,8,TRUE,FALSE,Standard
SUB00537,9/15/23,Essential,MX,App Store,Desktop,25-34,Thriller,Reactivated,,$5.99,,TRUE,FALSE,Standard
SUB00538,9/8/22,Annual,US,Organic Search,Smart TV,35-44,Procedural,Reactivated,,$9.99,,FALSE,FALSE,Standard
SUB00539,2/7/22,Annual,CA,Email Campaign,Mobile,18-24,Drama,Active,,$9.99,,TRUE,FALSE,Standard
SUB00540,6/15/22,Annual,US,App Store,Fire TV,55,SciFi,At-Risk,,$9.99,,TRUE,FALSE,Flag
SUB00541,4/6/22,Paramount+ with Showtime,US,TV Ad,Desktop,35-44,Drama,Churned,4/1/23,$11.99,5,FALSE,TRUE,Standard
SUB00542,5/18/22,Paramount+ with Showtime,AU,Partner Bundle,Smart TV,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00543,4/22/22,Annual,US,App Store,Fire TV,55,Drama,At-Risk,,$9.99,5,FALSE,FALSE,Flag
SUB00544,9/16/23,Annual,UK,Paid Social,Roku,45-54,SciFi,Churned,2/25/24,$9.99,8,FALSE,FALSE,Standard
SUB00545,4/7/24,Essential,CA,Paid Social,Mobile,55,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00546,1/26/24,Paramount+ with Showtime,AU,Organic Search,Tablet,55,Drama,Churned,6/6/24,$11.99,4,TRUE,TRUE,Standard
SUB00547,10/18/23,Paramount+ with Showtime,US,Email Campaign,Tablet,35-44,Drama,Active,,$11.99,1,TRUE,TRUE,High Value
SUB00548,12/4/23,Annual,US,TV Ad,Smart TV,35-44,Drama,Active,,$9.99,,FALSE,FALSE,Standard
SUB00549,11/20/23,Essential,US,App Store,Smart TV,45-54,Drama,Active,,$5.99,9,FALSE,FALSE,Standard
SUB00550,4/19/23,Essential,CA,Partner Bundle,Fire TV,55,Drama,Churned,12/16/23,$5.99,,TRUE,FALSE,Standard
SUB00551,8/2/22,Paramount+ with Showtime,US,Paid Social,Tablet,35-44,Drama,At-Risk,,$11.99,,FALSE,TRUE,Flag
SUB00552,10/4/23,Annual,AU,Paid Social,Roku,25-34,Drama,Active,,$9.99,5,FALSE,FALSE,Standard
SUB00553,12/28/23,Essential,MX,Paid Social,Tablet,35-44,Thriller,New,,$5.99,5,TRUE,FALSE,Standard
SUB00554,6/22/23,Paramount+ with Showtime,US,TV Ad,Smart TV,25-34,Procedural,Active,,$11.99,1,FALSE,TRUE,High Value
SUB00555,5/28/23,Paramount+ with Showtime,CA,TV Ad,Tablet,35-44,Procedural,Active,,$11.99,2,TRUE,TRUE,High Value
SUB00556,7/30/22,Annual,US,Organic Search,Tablet,35-44,Drama,Churned,12/12/23,$9.99,10,TRUE,FALSE,Standard
SUB00557,12/8/22,Essential,CA,Organic Search,Roku,18-24,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00558,11/25/22,Paramount+ with Showtime,UK,TV Ad,Desktop,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00559,6/11/22,Annual,US,Paid Social,Roku,18-24,Drama,Active,,$9.99,5,TRUE,FALSE,Standard
SUB00560,12/23/23,Essential,US,Email Campaign,Roku,25-34,Drama,Churned,6/16/24,$5.99,,FALSE,FALSE,Standard
SUB00561,2/21/22,Essential,US,App Store,Mobile,45-54,Procedural,Active,,$5.99,3,FALSE,FALSE,Standard
SUB00562,9/24/23,Essential,US,TV Ad,Desktop,35-44,SciFi,Active,,$5.99,,FALSE,FALSE,Standard
SUB00563,4/10/22,Paramount+ with Showtime,MX,Paid Social,Smart TV,55,Procedural,Active,,$11.99,10,FALSE,TRUE,High Value
SUB00564,1/8/23,Paramount+ with Showtime,UK,App Store,Desktop,55,Reality,Active,,$11.99,,TRUE,TRUE,High Value
SUB00565,12/26/22,Paramount+ with Showtime,UK,Partner Bundle,Roku,25-34,Procedural,Active,,$11.99,7,TRUE,TRUE,High Value
SUB00566,11/30/22,Paramount+ with Showtime,MX,App Store,Roku,18-24,Animation,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00567,7/16/23,Paramount+ with Showtime,US,Email Campaign,Smart TV,45-54,Drama,Active,,$11.99,7,FALSE,TRUE,High Value
SUB00568,8/4/23,Essential,US,Referral,Fire TV,55,Procedural,Churned,6/7/24,$5.99,10,FALSE,FALSE,Standard
SUB00569,4/28/22,Paramount+ with Showtime,US,TV Ad,Desktop,45-54,Drama,At-Risk,,$11.99,,FALSE,TRUE,Flag
SUB00570,3/13/22,Annual,AU,Email Campaign,Desktop,55,Drama,At-Risk,,$9.99,2,TRUE,FALSE,Flag
SUB00571,4/16/24,Essential,US,Referral,Smart TV,55,Thriller,Active,,$5.99,7,FALSE,FALSE,Standard
SUB00572,7/20/22,Paramount+ with Showtime,CA,App Store,Fire TV,35-44,Drama,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00573,9/19/23,Essential,CA,Organic Search,Tablet,35-44,Drama,Winback,,$5.99,1,TRUE,FALSE,Standard
SUB00574,12/22/23,Essential,CA,TV Ad,Mobile,35-44,Comedy,At-Risk,,$5.99,10,FALSE,FALSE,Flag
SUB00575,10/3/23,Paramount+ with Showtime,AU,App Store,Roku,35-44,Drama,Active,,$11.99,8,TRUE,TRUE,High Value
SUB00576,7/12/22,Paramount+ with Showtime,US,Email Campaign,Fire TV,35-44,Procedural,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00577,10/26/23,Paramount+ with Showtime,AU,Paid Social,Mobile,55,Procedural,New,,$11.99,7,FALSE,TRUE,Standard
SUB00578,3/18/24,Annual,US,App Store,Roku,45-54,Animation,At-Risk,,$9.99,8,FALSE,FALSE,Flag
SUB00579,12/30/22,Annual,US,Partner Bundle,Desktop,45-54,Thriller,Active,,$9.99,9,FALSE,FALSE,Standard
SUB00580,2/25/23,Paramount+ with Showtime,US,Organic Search,Roku,45-54,Drama,Reactivated,,$11.99,2,FALSE,TRUE,Standard
SUB00581,12/9/23,Annual,CA,App Store,Roku,55,Procedural,New,,$9.99,10,TRUE,FALSE,Standard
SUB00582,9/9/22,Essential,CA,Partner Bundle,Mobile,55,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00583,4/26/23,Annual,UK,App Store,Tablet,45-54,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00584,2/6/22,Paramount+ with Showtime,CA,Organic Search,Fire TV,55,Drama,At-Risk,,$11.99,10,TRUE,TRUE,Flag
SUB00585,11/4/23,Annual,US,Email Campaign,Desktop,55,Procedural,Winback,,$9.99,,TRUE,FALSE,Standard
SUB00586,5/21/24,Annual,CA,Email Campaign,Tablet,25-34,Reality,Churned,6/24/24,$9.99,10,TRUE,FALSE,Standard
SUB00587,8/29/23,Essential,CA,TV Ad,Fire TV,35-44,Comedy,Churned,5/13/24,$5.99,9,TRUE,FALSE,Standard
SUB00588,12/18/22,Annual,US,TV Ad,Desktop,25-34,Drama,Winback,,$9.99,7,TRUE,FALSE,Standard
SUB00589,11/8/23,Essential,US,Partner Bundle,Fire TV,55,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00590,2/13/24,Paramount+ with Showtime,AU,App Store,Tablet,25-34,Drama,Churned,3/20/24,$11.99,9,TRUE,TRUE,Standard
SUB00591,1/24/23,Paramount+ with Showtime,CA,Paid Social,Roku,35-44,Thriller,At-Risk,,$11.99,5,FALSE,TRUE,Flag
SUB00592,1/27/23,Essential,US,Partner Bundle,Fire TV,45-54,Drama,At-Risk,,$5.99,7,FALSE,FALSE,Flag
SUB00593,12/10/22,Paramount+ with Showtime,AU,App Store,Fire TV,18-24,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00594,6/17/23,Essential,UK,Partner Bundle,Mobile,55,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00595,1/13/22,Essential,MX,Email Campaign,Smart TV,45-54,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00596,2/4/22,Essential,US,Partner Bundle,Fire TV,18-24,Drama,New,,$5.99,2,TRUE,FALSE,Standard
SUB00597,5/26/24,Annual,US,Organic Search,Fire TV,35-44,Drama,At-Risk,,$9.99,,FALSE,FALSE,Flag
SUB00598,11/8/23,Paramount+ with Showtime,CA,TV Ad,Desktop,55,Drama,Reactivated,,$11.99,6,FALSE,TRUE,Standard
SUB00599,6/15/22,Paramount+ with Showtime,AU,Email Campaign,Mobile,18-24,Drama,Churned,4/24/23,$11.99,5,TRUE,TRUE,Standard
SUB00600,3/28/23,Annual,AU,Paid Social,Fire TV,25-34,Drama,New,,$9.99,,FALSE,FALSE,Standard
SUB00601,8/12/22,Paramount+ with Showtime,CA,Organic Search,Mobile,18-24,Procedural,At-Risk,,$11.99,,FALSE,TRUE,Flag
SUB00602,3/6/24,Essential,US,Organic Search,Fire TV,45-54,Procedural,Active,,$5.99,,FALSE,FALSE,Standard
SUB00603,2/5/23,Paramount+ with Showtime,MX,App Store,Desktop,45-54,Thriller,At-Risk,,$11.99,2,TRUE,TRUE,Flag
SUB00604,1/4/22,Paramount+ with Showtime,US,Partner Bundle,Roku,55,Drama,Active,,$11.99,,FALSE,TRUE,High Value
SUB00605,2/15/23,Essential,UK,Partner Bundle,Tablet,55,Procedural,New,,$5.99,5,TRUE,FALSE,Standard
SUB00606,6/30/22,Essential,CA,Referral,Desktop,35-44,Drama,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00607,5/14/23,Paramount+ with Showtime,US,Paid Social,Mobile,55,Drama,New,,$11.99,,TRUE,TRUE,Standard
SUB00608,5/16/23,Paramount+ with Showtime,MX,Partner Bundle,Desktop,45-54,Reality,Active,,$11.99,,TRUE,TRUE,High Value
SUB00609,12/12/22,Essential,US,TV Ad,Fire TV,35-44,Drama,Churned,2/23/23,$5.99,9,TRUE,FALSE,Standard
SUB00610,1/29/24,Essential,US,App Store,Fire TV,18-24,Reality,At-Risk,,$5.99,10,TRUE,FALSE,Flag
SUB00611,9/6/22,Essential,US,Email Campaign,Mobile,18-24,Thriller,Churned,2/16/23,$5.99,10,TRUE,FALSE,Standard
SUB00612,4/17/24,Annual,US,Organic Search,Smart TV,45-54,Animation,Churned,5/24/24,$9.99,,FALSE,FALSE,Standard
SUB00613,11/29/22,Annual,US,Email Campaign,Smart TV,55,Drama,Active,,$9.99,,TRUE,FALSE,Standard
SUB00614,12/10/22,Essential,AU,Paid Social,Fire TV,35-44,Drama,New,,$5.99,8,TRUE,FALSE,Standard
SUB00615,8/19/23,Annual,AU,TV Ad,Smart TV,18-24,Reality,New,,$9.99,2,TRUE,FALSE,Standard
SUB00616,1/8/22,Annual,CA,App Store,Fire TV,18-24,Procedural,Active,,$9.99,8,TRUE,FALSE,Standard
SUB00617,7/31/22,Annual,MX,App Store,Smart TV,35-44,Drama,Active,,$9.99,1,TRUE,FALSE,Standard
SUB00618,1/5/24,Paramount+ with Showtime,UK,App Store,Mobile,18-24,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00619,6/27/23,Paramount+ with Showtime,US,App Store,Fire TV,55,Drama,Winback,,$11.99,,TRUE,TRUE,Standard
SUB00620,7/18/22,Paramount+ with Showtime,MX,Paid Social,Smart TV,25-34,Drama,Active,,$11.99,1,FALSE,TRUE,High Value
SUB00621,10/19/22,Paramount+ with Showtime,MX,Organic Search,Mobile,25-34,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00622,6/11/22,Essential,US,Paid Social,Fire TV,45-54,Thriller,Churned,11/19/23,$5.99,6,FALSE,FALSE,Standard
